CO_MUN_GEO;NO_MUN_MIN;SG_UF;NO_UF;NO_REGIAO;CO_UF;NO_PAIS;NO_MUN_UF_PAIS;NO_UF_PAIS;NO_REGIAO_ING;NO_REG_PAI_ING
2706422;Pariconha;AL;Alagoas;NORDESTE;27;BRASIL;Pariconha, AL, BRASIL;Alagoas, BRASIL; NORTHEAST;NORDESTE, BRASIL
2706448;Paripueira;AL;Alagoas;NORDESTE;27;BRASIL;Paripueira, AL, BRASIL;Alagoas, BRASIL; NORTHEAST;NORDESTE, BRASIL
2706505;Passo de Camaragibe;AL;Alagoas;NORDESTE;27;BRASIL;Passo de Camaragibe, AL, BRASIL;Alagoas, BRASIL; NORTHEAST;NORDESTE, BRASIL
2706604;Paulo Jacinto;AL;Alagoas;NORDESTE;27;BRASIL;Paulo Jacinto, AL, BRASIL;Alagoas, BRASIL; NORTHEAST;NORDESTE, BRASIL
2706703;Penedo;AL;Alagoas;NORDESTE;27;BRASIL;Penedo, AL, BRASIL;Alagoas, BRASIL; NORTHEAST;NORDESTE, BRASIL
2706802;Piaçabuçu;AL;Alagoas;NORDESTE;27;BRASIL;Piaçabuçu, AL, BRASIL;Alagoas, BRASIL; NORTHEAST;NORDESTE, BRASIL
2706901;Pilar;AL;Alagoas;NORDESTE;27;BRASIL;Pilar, AL, BRASIL;Alagoas, BRASIL; NORTHEAST;NORDESTE, BRASIL
2707008;Pindoba;AL;Alagoas;NORDESTE;27;BRASIL;Pindoba, AL, BRASIL;Alagoas, BRASIL; NORTHEAST;NORDESTE, BRASIL
2502003;Belém do Brejo do Cruz;PB;Paraíba;NORDESTE;25;BRASIL;Belém do Brejo do Cruz, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2502052;Bernardino Batista;PB;Paraíba;NORDESTE;25;BRASIL;Bernardino Batista, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2502102;Boa Ventura;PB;Paraíba;NORDESTE;25;BRASIL;Boa Ventura, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2502151;Boa Vista;PB;Paraíba;NORDESTE;25;BRASIL;Boa Vista, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2502201;Bom Jesus;PB;Paraíba;NORDESTE;25;BRASIL;Bom Jesus, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2502300;Bom Sucesso;PB;Paraíba;NORDESTE;25;BRASIL;Bom Sucesso, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2502409;Bonito de Santa Fé;PB;Paraíba;NORDESTE;25;BRASIL;Bonito de Santa Fé, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2502508;Boqueirão;PB;Paraíba;NORDESTE;25;BRASIL;Boqueirão, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2502607;Igaracy;PB;Paraíba;NORDESTE;25;BRASIL;Igaracy, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2502706;Borborema;PB;Paraíba;NORDESTE;25;BRASIL;Borborema, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2502805;Brejo do Cruz;PB;Paraíba;NORDESTE;25;BRASIL;Brejo do Cruz, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2502904;Brejo dos Santos;PB;Paraíba;NORDESTE;25;BRASIL;Brejo dos Santos, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2503001;Caaporã;PB;Paraíba;NORDESTE;25;BRASIL;Caaporã, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2503100;Cabaceiras;PB;Paraíba;NORDESTE;25;BRASIL;Cabaceiras, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2503209;Cabedelo;PB;Paraíba;NORDESTE;25;BRASIL;Cabedelo, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2503308;Cachoeira dos Índios;PB;Paraíba;NORDESTE;25;BRASIL;Cachoeira dos Índios, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2503407;Cacimba de Areia;PB;Paraíba;NORDESTE;25;BRASIL;Cacimba de Areia, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2503506;Cacimba de Dentro;PB;Paraíba;NORDESTE;25;BRASIL;Cacimba de Dentro, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2503555;Cacimbas;PB;Paraíba;NORDESTE;25;BRASIL;Cacimbas, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2503605;Caiçara;PB;Paraíba;NORDESTE;25;BRASIL;Caiçara, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2503704;Cajazeiras;PB;Paraíba;NORDESTE;25;BRASIL;Cajazeiras, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2503753;Cajazeirinhas;PB;Paraíba;NORDESTE;25;BRASIL;Cajazeirinhas, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2503803;Caldas Brandão;PB;Paraíba;NORDESTE;25;BRASIL;Caldas Brandão, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2503902;Camalaú;PB;Paraíba;NORDESTE;25;BRASIL;Camalaú, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2504009;Campina Grande;PB;Paraíba;NORDESTE;25;BRASIL;Campina Grande, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2504033;Capim;PB;Paraíba;NORDESTE;25;BRASIL;Capim, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2504074;Caraúbas;PB;Paraíba;NORDESTE;25;BRASIL;Caraúbas, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2504108;Carrapateira;PB;Paraíba;NORDESTE;25;BRASIL;Carrapateira, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2504157;Casserengue;PB;Paraíba;NORDESTE;25;BRASIL;Casserengue, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2504207;Catingueira;PB;Paraíba;NORDESTE;25;BRASIL;Catingueira, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2504306;Catolé do Rocha;PB;Paraíba;NORDESTE;25;BRASIL;Catolé do Rocha, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2504355;Caturité;PB;Paraíba;NORDESTE;25;BRASIL;Caturité, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2504405;Conceição;PB;Paraíba;NORDESTE;25;BRASIL;Conceição, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2504504;Condado;PB;Paraíba;NORDESTE;25;BRASIL;Condado, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2504603;Conde;PB;Paraíba;NORDESTE;25;BRASIL;Conde, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2504702;Congo;PB;Paraíba;NORDESTE;25;BRASIL;Congo, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2504801;Coremas;PB;Paraíba;NORDESTE;25;BRASIL;Coremas, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2504850;Coxixola;PB;Paraíba;NORDESTE;25;BRASIL;Coxixola, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2504900;Cruz do Espírito Santo;PB;Paraíba;NORDESTE;25;BRASIL;Cruz do Espírito Santo, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2505006;Cubati;PB;Paraíba;NORDESTE;25;BRASIL;Cubati, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2505105;Cuité;PB;Paraíba;NORDESTE;25;BRASIL;Cuité, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2505204;Cuitegi;PB;Paraíba;NORDESTE;25;BRASIL;Cuitegi, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2505238;Cuité de Mamanguape;PB;Paraíba;NORDESTE;25;BRASIL;Cuité de Mamanguape, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2505279;Curral de Cima;PB;Paraíba;NORDESTE;25;BRASIL;Curral de Cima, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2505303;Curral Velho;PB;Paraíba;NORDESTE;25;BRASIL;Curral Velho, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2505352;Damião;PB;Paraíba;NORDESTE;25;BRASIL;Damião, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2505402;Desterro;PB;Paraíba;NORDESTE;25;BRASIL;Desterro, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2505501;Vista Serrana;PB;Paraíba;NORDESTE;25;BRASIL;Vista Serrana, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2505600;Diamante;PB;Paraíba;NORDESTE;25;BRASIL;Diamante, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2505709;Dona Inês;PB;Paraíba;NORDESTE;25;BRASIL;Dona Inês, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2505808;Duas Estradas;PB;Paraíba;NORDESTE;25;BRASIL;Duas Estradas, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2505907;Emas;PB;Paraíba;NORDESTE;25;BRASIL;Emas, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2506004;Esperança;PB;Paraíba;NORDESTE;25;BRASIL;Esperança, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2506103;Fagundes;PB;Paraíba;NORDESTE;25;BRASIL;Fagundes, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2506202;Frei Martinho;PB;Paraíba;NORDESTE;25;BRASIL;Frei Martinho, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2506251;Gado Bravo;PB;Paraíba;NORDESTE;25;BRASIL;Gado Bravo, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2506301;Guarabira;PB;Paraíba;NORDESTE;25;BRASIL;Guarabira, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2506400;Gurinhém;PB;Paraíba;NORDESTE;25;BRASIL;Gurinhém, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2506509;Gurjão;PB;Paraíba;NORDESTE;25;BRASIL;Gurjão, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2506608;Ibiara;PB;Paraíba;NORDESTE;25;BRASIL;Ibiara, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2506707;Imaculada;PB;Paraíba;NORDESTE;25;BRASIL;Imaculada, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2506806;Ingá;PB;Paraíba;NORDESTE;25;BRASIL;Ingá, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2506905;Itabaiana;PB;Paraíba;NORDESTE;25;BRASIL;Itabaiana, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2507002;Itaporanga;PB;Paraíba;NORDESTE;25;BRASIL;Itaporanga, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2507101;Itapororoca;PB;Paraíba;NORDESTE;25;BRASIL;Itapororoca, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2507200;Itatuba;PB;Paraíba;NORDESTE;25;BRASIL;Itatuba, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2507309;Jacaraú;PB;Paraíba;NORDESTE;25;BRASIL;Jacaraú, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2507408;Jericó;PB;Paraíba;NORDESTE;25;BRASIL;Jericó, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2507507;João Pessoa;PB;Paraíba;NORDESTE;25;BRASIL;João Pessoa, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2507606;Juarez Távora;PB;Paraíba;NORDESTE;25;BRASIL;Juarez Távora, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2507705;Juazeirinho;PB;Paraíba;NORDESTE;25;BRASIL;Juazeirinho, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2507804;Junco do Seridó;PB;Paraíba;NORDESTE;25;BRASIL;Junco do Seridó, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2507903;Juripiranga;PB;Paraíba;NORDESTE;25;BRASIL;Juripiranga, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2508000;Juru;PB;Paraíba;NORDESTE;25;BRASIL;Juru, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2508109;Lagoa;PB;Paraíba;NORDESTE;25;BRASIL;Lagoa, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2508208;Lagoa de Dentro;PB;Paraíba;NORDESTE;25;BRASIL;Lagoa de Dentro, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2508307;Lagoa Seca;PB;Paraíba;NORDESTE;25;BRASIL;Lagoa Seca, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2508406;Lastro;PB;Paraíba;NORDESTE;25;BRASIL;Lastro, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2508505;Livramento;PB;Paraíba;NORDESTE;25;BRASIL;Livramento, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2508554;Logradouro;PB;Paraíba;NORDESTE;25;BRASIL;Logradouro, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2508604;Lucena;PB;Paraíba;NORDESTE;25;BRASIL;Lucena, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2508703;Mãe d'Água;PB;Paraíba;NORDESTE;25;BRASIL;Mãe d'Água, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2508802;Malta;PB;Paraíba;NORDESTE;25;BRASIL;Malta, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2508901;Mamanguape;PB;Paraíba;NORDESTE;25;BRASIL;Mamanguape, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2509008;Manaíra;PB;Paraíba;NORDESTE;25;BRASIL;Manaíra, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2509057;Marcação;PB;Paraíba;NORDESTE;25;BRASIL;Marcação, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2509107;Mari;PB;Paraíba;NORDESTE;25;BRASIL;Mari, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2509156;Marizópolis;PB;Paraíba;NORDESTE;25;BRASIL;Marizópolis, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2509206;Massaranduba;PB;Paraíba;NORDESTE;25;BRASIL;Massaranduba, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2509305;Mataraca;PB;Paraíba;NORDESTE;25;BRASIL;Mataraca, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2509339;Matinhas;PB;Paraíba;NORDESTE;25;BRASIL;Matinhas, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2509370;Mato Grosso;PB;Paraíba;NORDESTE;25;BRASIL;Mato Grosso, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2509396;Maturéia;PB;Paraíba;NORDESTE;25;BRASIL;Maturéia, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2509404;Mogeiro;PB;Paraíba;NORDESTE;25;BRASIL;Mogeiro, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2509503;Montadas;PB;Paraíba;NORDESTE;25;BRASIL;Montadas, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2509602;Monte Horebe;PB;Paraíba;NORDESTE;25;BRASIL;Monte Horebe, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2509701;Monteiro;PB;Paraíba;NORDESTE;25;BRASIL;Monteiro, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2509800;Mulungu;PB;Paraíba;NORDESTE;25;BRASIL;Mulungu, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2509909;Natuba;PB;Paraíba;NORDESTE;25;BRASIL;Natuba, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2510006;Nazarezinho;PB;Paraíba;NORDESTE;25;BRASIL;Nazarezinho, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2510105;Nova Floresta;PB;Paraíba;NORDESTE;25;BRASIL;Nova Floresta, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2510204;Nova Olinda;PB;Paraíba;NORDESTE;25;BRASIL;Nova Olinda, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2510303;Nova Palmeira;PB;Paraíba;NORDESTE;25;BRASIL;Nova Palmeira, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2510402;Olho d'Água;PB;Paraíba;NORDESTE;25;BRASIL;Olho d'Água, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2510501;Olivedos;PB;Paraíba;NORDESTE;25;BRASIL;Olivedos, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2510600;Ouro Velho;PB;Paraíba;NORDESTE;25;BRASIL;Ouro Velho, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2510659;Parari;PB;Paraíba;NORDESTE;25;BRASIL;Parari, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2510709;Passagem;PB;Paraíba;NORDESTE;25;BRASIL;Passagem, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2510808;Patos;PB;Paraíba;NORDESTE;25;BRASIL;Patos, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2510907;Paulista;PB;Paraíba;NORDESTE;25;BRASIL;Paulista, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2511004;Pedra Branca;PB;Paraíba;NORDESTE;25;BRASIL;Pedra Branca, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2511103;Pedra Lavrada;PB;Paraíba;NORDESTE;25;BRASIL;Pedra Lavrada, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2511202;Pedras de Fogo;PB;Paraíba;NORDESTE;25;BRASIL;Pedras de Fogo, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2511301;Piancó;PB;Paraíba;NORDESTE;25;BRASIL;Piancó, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2511400;Picuí;PB;Paraíba;NORDESTE;25;BRASIL;Picuí, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2511509;Pilar;PB;Paraíba;NORDESTE;25;BRASIL;Pilar, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2511608;Pilões;PB;Paraíba;NORDESTE;25;BRASIL;Pilões, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2511707;Pilõezinhos;PB;Paraíba;NORDESTE;25;BRASIL;Pilõezinhos, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2511806;Pirpirituba;PB;Paraíba;NORDESTE;25;BRASIL;Pirpirituba, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2511905;Pitimbu;PB;Paraíba;NORDESTE;25;BRASIL;Pitimbu, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2512002;Pocinhos;PB;Paraíba;NORDESTE;25;BRASIL;Pocinhos, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2512036;Poço Dantas;PB;Paraíba;NORDESTE;25;BRASIL;Poço Dantas, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2512077;Poço de José de Moura;PB;Paraíba;NORDESTE;25;BRASIL;Poço de José de Moura, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2512101;Pombal;PB;Paraíba;NORDESTE;25;BRASIL;Pombal, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2512200;Prata;PB;Paraíba;NORDESTE;25;BRASIL;Prata, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2512309;Princesa Isabel;PB;Paraíba;NORDESTE;25;BRASIL;Princesa Isabel, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2512408;Puxinanã;PB;Paraíba;NORDESTE;25;BRASIL;Puxinanã, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2512507;Queimadas;PB;Paraíba;NORDESTE;25;BRASIL;Queimadas, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2512606;Quixabá;PB;Paraíba;NORDESTE;25;BRASIL;Quixabá, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2512705;Remígio;PB;Paraíba;NORDESTE;25;BRASIL;Remígio, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2512721;Pedro Régis;PB;Paraíba;NORDESTE;25;BRASIL;Pedro Régis, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2512747;Riachão;PB;Paraíba;NORDESTE;25;BRASIL;Riachão, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2512754;Riachão do Bacamarte;PB;Paraíba;NORDESTE;25;BRASIL;Riachão do Bacamarte, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2512762;Riachão do Poço;PB;Paraíba;NORDESTE;25;BRASIL;Riachão do Poço, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2512788;Riacho de Santo Antônio;PB;Paraíba;NORDESTE;25;BRASIL;Riacho de Santo Antônio, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2512804;Riacho dos Cavalos;PB;Paraíba;NORDESTE;25;BRASIL;Riacho dos Cavalos, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2512903;Rio Tinto;PB;Paraíba;NORDESTE;25;BRASIL;Rio Tinto, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2513000;Salgadinho;PB;Paraíba;NORDESTE;25;BRASIL;Salgadinho, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2513109;Salgado de São Félix;PB;Paraíba;NORDESTE;25;BRASIL;Salgado de São Félix, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2513158;Santa Cecília;PB;Paraíba;NORDESTE;25;BRASIL;Santa Cecília, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2513208;Santa Cruz;PB;Paraíba;NORDESTE;25;BRASIL;Santa Cruz, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2513307;Santa Helena;PB;Paraíba;NORDESTE;25;BRASIL;Santa Helena, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2513356;Santa Inês;PB;Paraíba;NORDESTE;25;BRASIL;Santa Inês, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2513406;Santa Luzia;PB;Paraíba;NORDESTE;25;BRASIL;Santa Luzia, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2513505;Santana de Mangueira;PB;Paraíba;NORDESTE;25;BRASIL;Santana de Mangueira, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2513604;Santana dos Garrotes;PB;Paraíba;NORDESTE;25;BRASIL;Santana dos Garrotes, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2513653;Santarém;PB;Paraíba;NORDESTE;25;BRASIL;Santarém, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2513703;Santa Rita;PB;Paraíba;NORDESTE;25;BRASIL;Santa Rita, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2513802;Santa Teresinha;PB;Paraíba;NORDESTE;25;BRASIL;Santa Teresinha, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2513851;Santo André;PB;Paraíba;NORDESTE;25;BRASIL;Santo André, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2513901;São Bento;PB;Paraíba;NORDESTE;25;BRASIL;São Bento, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2513927;São Bentinho;PB;Paraíba;NORDESTE;25;BRASIL;São Bentinho, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2513943;São Domingos do Cariri;PB;Paraíba;NORDESTE;25;BRASIL;São Domingos do Cariri, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2513968;São Domingos de Pombal;PB;Paraíba;NORDESTE;25;BRASIL;São Domingos de Pombal, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2513984;São Francisco;PB;Paraíba;NORDESTE;25;BRASIL;São Francisco, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
2514008;São João do Cariri;PB;Paraíba;NORDESTE;25;BRASIL;São João do Cariri, PB, BRASIL;Paraíba, BRASIL; NORTHEAST;NORDESTE, BRASIL
